,text,reason,label,clean_text
339,"poor connection of both video and audio, inconvenience of use, can not register normally, constant crashes and freezes.",app crashes frequently and facing network connection issues,1.0,poor connection of both video and audio inconvenience of use can not register normally constant crash and freeze
340,you should like the option that you can put wallpaper on cell phone,want to set wallpaper on mobile,1.0,you should like the option that you can put wallpaper on cell phone
341,i do not know how to download this video,want to download video,1.0,i do not know how to download this video
342,but it would be best if we had the option of sharing only sound through android devices as well.,want share only sound option,1.0,but it would be best if we have the option of share only sound through android devices as well
343,it would be interesting to be able to create a scheduled meeting,want to schedule a meeting,1.0,it would be interest to be able to create a schedule meet
344,i enter the identification code and give an error.,receiving error after entering correct identification code,1.0,i enter the identification code and give an error
345,"if the desktop version can still be used at the very least, then the application is generally useless",desktop version needs improvement,1.0,if the desktop version can still be use at the very least then the application be generally useless
346,i try to log into a meeting the app says update,facing issues with update when joining a meeting,1.0,i try to log into a meet the app say update
347,nice and easy to make a meetings.. hope everyone can know how to use this,app is good for meetings,1.0,nice and easy to make a meet hope everyone can know how to use this
348,audio on the headset does not work,want to hear audio on headset,1.0,audio on the headset do not work
349,there is no touch up appearance option for android devices,want to get touch up appearance option for android,1.0,there be no touch up appearance option for android devices
350,it is tough to understand the app,app is difficult to understand,1.0,it be tough to understand the app
351,i do not know how to enable co-host and is a bit laggy.,want to enable co-host,1.0,i do not know how to enable co host and be a bite laggy
